user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,class
256743,6/12/15 19:11,7/11/15 6:42,33,VVZIVFUBISCEV,SEO,IE,M,22,0
306604,2/9/15 13:01,2/22/15 6:55,53,REPNWECRCGXIS,SEO,IE,M,39,0
4435,1/31/15 1:18,4/14/15 9:33,27,MJLRKEEEZARII,Ads,Opera,M,35,0
174879,8/12/15 20:24,9/9/15 3:39,56,ONLMVTYBMQQWN,Ads,FireFox,M,30,0
192353,4/25/15 12:52,7/29/15 12:50,27,RPHZDFAXPVJTK,SEO,Chrome,M,57,0
134152,5/25/15 0:37,6/23/15 14:29,52,CDJIUJQMWXHWX,Ads,IE,M,30,0
81113,8/16/15 12:56,8/24/15 5:00,52,BKQVBSSFGETUQ,Direct,Chrome,F,44,0
107312,3/19/15 23:56,3/21/15 3:39,62,OUUHDCKIYEXLM,Ads,Chrome,M,36,0
55002,6/9/15 0:32,9/17/15 13:45,35,QLHWTRKJZWMAW,SEO,FireFox,M,19,0
250432,2/19/15 12:31,3/3/15 12:00,25,BWTRKTCCGCMMR,Ads,IE,M,40,0
132826,7/25/15 10:41,8/26/15 5:40,18,UOSPQFPVALJAX,SEO,FireFox,F,35,0
313833,8/16/15 20:48,11/17/15 9:43,12,GDATAKTYQUGWR,Ads,IE,M,55,0
300818,1/24/15 5:56,3/21/15 18:44,60,UIMMNPECDIHFV,Ads,FireFox,M,23,0
262864,5/3/15 8:12,6/1/15 8:41,91,LYTLRYTPUANEC,Ads,Chrome,F,24,0
89475,5/17/15 4:21,9/9/15 9:55,37,XZXUYCZIRRECT,Ads,FireFox,M,37,0
305751,6/22/15 19:30,10/19/15 12:52,26,TRGSXNEBCCGME,Direct,Chrome,F,23,0
254562,5/12/15 18:58,7/31/15 11:36,75,VYSNKKTTQIXQC,Ads,FireFox,F,45,0
247815,2/13/15 10:28,4/4/15 18:08,27,BZJKAWMGZHVDI,SEO,Safari,F,44,0
192767,1/8/15 12:17,4/28/15 2:09,15,ZTORJKTDMYTJH,Ads,Safari,M,32,0
310147,7/6/15 5:45,7/22/15 4:19,54,GAPQDLEFDZYCO,Ads,Safari,F,20,0
339348,7/10/15 8:29,10/13/15 12:34,35,RFKAOQAIQDQSL,Ads,Safari,M,38,0
394644,2/9/15 11:04,4/8/15 6:38,51,DOTXRQKMYPZCG,SEO,Chrome,F,48,0
30729,1/16/15 6:15,4/12/15 10:16,81,YDRJUNHYWJMMG,Ads,Safari,M,25,0
233374,7/4/15 14:10,7/16/15 10:55,33,VSWWOJLJPLUNZ,SEO,Chrome,F,25,0
366068,5/14/15 4:54,7/11/15 3:24,69,JQYCFABXAMQVP,Direct,Chrome,M,31,0
345865,2/1/15 5:59,2/20/15 8:09,36,FKQPZUELCRKBL,SEO,IE,M,30,1
324683,1/18/15 2:51,4/19/15 22:24,27,JFVSIORUJBMXS,Ads,IE,M,28,1
221091,2/20/15 18:29,5/3/15 11:33,44,XKARVFXNUGHGH,Direct,Chrome,F,46,0
222633,4/18/15 14:33,6/3/15 0:43,10,CYULQPBDHLIBY,SEO,FireFox,M,41,0
336190,1/5/15 21:07,3/15/15 0:43,14,ECDEOLUBPCUAI,Ads,IE,M,35,1
181004,1/7/15 17:45,1/7/15 17:45,10,WETYPHOQVLWMK,Ads,FireFox,M,36,1
185360,6/28/15 16:32,8/2/15 17:43,54,TTYDBTRYPTNQU,SEO,IE,M,20,0
23078,4/30/15 12:38,7/4/15 20:00,35,KCDZVBAIRPNLS,SEO,FireFox,F,31,0
257050,6/2/15 17:33,6/8/15 20:18,26,TMWANSMCBRGVX,SEO,IE,M,29,0
165137,4/13/15 5:58,5/4/15 3:02,29,FCBIXXRAVQAQO,SEO,Chrome,M,26,0
322319,3/15/15 8:44,5/3/15 23:51,72,WZOCUYFWWGILX,Ads,FireFox,F,22,0
99299,7/22/15 17:08,8/10/15 20:44,21,JTHVCCWTCLEWQ,Ads,IE,F,24,0
267772,4/26/15 18:42,7/12/15 16:54,61,DXMWUANJKLRHS,Ads,Chrome,M,43,0
174509,5/29/15 2:42,6/27/15 7:03,56,TBBARLCDTWATC,Ads,IE,M,25,0
236096,7/29/15 0:27,11/20/15 6:06,41,PIZVLJKSYDERZ,Direct,IE,M,22,0
350818,7/16/15 8:48,9/27/15 17:44,53,BITOGCKJPSLTZ,SEO,FireFox,M,19,0
357570,7/22/15 10:58,9/23/15 12:54,19,SSSAYDHGYNZSZ,Ads,Chrome,F,32,0
19976,4/29/15 10:01,7/28/15 0:09,28,DYBIFILSHTKDH,Direct,IE,F,25,0
392706,1/7/15 8:15,1/7/15 8:15,65,VRYLIRAQJIIIE,SEO,Opera,F,30,1
43831,2/4/15 19:55,3/26/15 9:03,21,GGRUOKKINWLQW,Ads,Safari,F,19,0
280081,7/3/15 8:29,9/6/15 6:16,40,GWKXFMTAAPNYI,SEO,Chrome,M,32,0
319018,2/8/15 17:21,2/23/15 4:02,9,HEMRFTLELMBQM,Ads,Chrome,M,35,0
84673,5/10/15 7:26,8/31/15 6:54,79,EQJDVNHTPLOXB,Direct,IE,F,24,0
298557,7/5/15 10:31,8/4/15 2:57,23,SPKIAONPICJEU,SEO,Chrome,M,33,0
67592,1/10/15 23:23,1/10/15 23:23,38,ITUMJCKWEYNDD,Ads,Safari,M,43,1
243357,3/27/15 18:16,7/2/15 22:52,26,GPQWESTBHWFHF,Ads,FireFox,F,45,0
32520,7/6/15 1:46,10/5/15 15:09,73,ZILZCQXJKIVNC,Direct,Chrome,M,23,0
234687,7/22/15 3:22,8/24/15 20:23,42,SOBKWNCFYBXTW,SEO,IE,F,20,0
282317,1/12/15 7:55,2/25/15 8:18,54,ODRQOQHJUWGFM,SEO,Safari,F,44,0
142400,6/28/15 21:49,9/25/15 20:09,29,TDIYGYJRUSMNW,SEO,Chrome,M,39,0
170701,1/30/15 11:43,2/6/15 7:41,45,NNSKETYBABELG,Ads,IE,M,45,0
19542,1/2/15 16:49,4/20/15 21:34,28,IQYBVZMXAKNOH,Ads,Safari,M,47,0
10388,4/24/15 5:19,7/18/15 2:19,12,XIURASSWQRRBM,Direct,IE,M,23,0
235083,7/24/15 3:39,11/18/15 21:39,29,NFHDFYBNHTREN,Ads,Chrome,F,19,0
198982,4/17/15 7:26,5/3/15 21:43,44,BYSCYGRHWSHIU,Ads,Chrome,F,26,1
232762,5/13/15 2:48,5/18/15 15:06,14,YIATLXRUIXRCK,SEO,Safari,F,39,0
10055,4/6/15 23:14,5/7/15 15:21,47,KDSEIVWEOCIEM,SEO,Chrome,F,36,0
244618,6/11/15 12:40,8/30/15 8:09,81,MSPMJUTDCXZSC,SEO,FireFox,M,20,0
50280,5/24/15 21:16,6/1/15 19:00,21,IUZMJJBRDCGBZ,Ads,Chrome,M,24,0
56338,3/18/15 3:36,7/11/15 8:59,53,KZZDZXHXXLQFD,SEO,Chrome,M,24,0
11399,7/4/15 0:59,7/26/15 12:29,13,XSBCMGYRILJRA,Ads,IE,F,35,0
65674,6/2/15 22:31,8/23/15 22:49,20,HCKNCXWZGEMBA,Ads,IE,M,19,0
17259,5/30/15 16:06,9/3/15 20:48,38,YFDFRIQZFYEDP,SEO,Safari,M,34,0
259616,2/16/15 3:40,4/5/15 1:06,26,FIGVUJINBWPHC,SEO,Chrome,M,23,0
257432,3/24/15 9:08,4/6/15 2:30,41,HYRIZVROAHIAM,Ads,Safari,F,60,0
322442,4/17/15 18:52,5/31/15 7:16,55,ZDIXYKHTAPHNA,Ads,FireFox,F,46,0
76442,2/7/15 7:27,3/2/15 6:57,78,DEQAXKPHPWQWQ,SEO,Safari,M,24,0
28074,7/3/15 9:31,8/7/15 20:12,22,GQOICTLWVUQJR,Ads,Chrome,M,36,0
31631,5/9/15 7:29,6/10/15 17:17,34,UQYDANBPZHEWL,Ads,Safari,F,27,0
135536,5/3/15 22:40,7/18/15 15:43,32,ITRXCOXKEQTAM,SEO,FireFox,M,37,0
378922,5/24/15 4:19,6/30/15 9:49,35,ORQNABNCVPQFJ,Direct,Safari,M,31,0
2048,3/25/15 5:08,4/12/15 12:23,23,LGPVZQLEZZHYT,Ads,FireFox,M,27,0
352206,1/6/15 21:48,1/6/15 21:48,45,FRITFBEXOSJEI,Ads,IE,F,22,1
254137,3/9/15 19:43,4/1/15 5:34,68,TELOXKWAQLILK,SEO,Chrome,F,34,0
181412,1/24/15 10:49,4/2/15 11:31,43,XFIGXQDXGUOOO,Ads,FireFox,M,21,0
369364,7/24/15 22:15,9/6/15 10:31,82,KAGWUQQEBYRRL,SEO,FireFox,F,26,0
208666,2/23/15 6:07,4/17/15 11:11,51,ATZZLTQJZHTCS,Direct,Safari,M,32,0
99190,7/23/15 20:14,8/11/15 13:13,82,XUPSIDFWUQQBD,SEO,Chrome,M,31,0
396395,6/20/15 15:14,10/4/15 10:18,15,DPSJNHEAZRWUN,Direct,FireFox,M,29,0
82593,5/29/15 11:37,6/15/15 7:53,43,RWOTVJDERDZSX,SEO,FireFox,M,39,0
195228,6/15/15 11:19,8/15/15 13:18,11,HABFQXMPOVDSR,Ads,Safari,F,26,0
53372,7/8/15 13:13,9/14/15 1:34,59,ZVJDDCSISXMSE,Direct,IE,F,41,0
234706,7/11/15 9:45,10/1/15 11:33,32,XEPZIKDXXKXTQ,Direct,Chrome,F,22,0
280588,3/22/15 5:17,5/23/15 19:19,37,KACKTATVEHQJP,SEO,IE,F,38,0
180767,2/11/15 3:35,3/22/15 18:47,10,IZMAAMLQXYIIU,SEO,Chrome,M,28,0
19839,5/21/15 12:34,8/31/15 22:22,30,WTYRBFWGIBNFY,Ads,Safari,F,33,0
254737,5/20/15 8:42,7/27/15 4:22,35,FSUGPBSTMIDJV,Direct,FireFox,M,56,0
180729,7/9/15 11:11,10/20/15 0:06,70,KEBJGRVYQRVXB,SEO,Chrome,M,39,0
235741,7/7/15 3:33,7/12/15 5:34,63,EWMIAJTNJQYWM,Ads,FireFox,F,19,0
394190,4/18/15 12:26,6/1/15 6:27,19,ONVRSZZIAVQVZ,Ads,Chrome,M,39,0
167405,7/11/15 22:10,10/28/15 19:04,19,JRURVTNUTQHWF,Direct,Chrome,F,31,0
260600,7/22/15 15:54,8/4/15 15:06,38,GVGMQPMENEUYR,SEO,IE,M,36,0
44224,8/13/15 17:21,11/15/15 18:25,86,VJZWVXGOUWMZP,Ads,Chrome,F,35,0
102563,3/26/15 12:11,5/8/15 11:45,45,JUVSDAWADEXXX,SEO,Chrome,M,41,1
162603,7/30/15 0:25,10/12/15 4:28,26,LEAPEDUGFIJAS,SEO,Chrome,M,31,1
104061,1/5/15 0:09,1/5/15 0:09,23,XSEQHFFOYFICY,SEO,IE,M,33,1
205594,4/7/15 1:03,7/31/15 16:52,31,QMQLEJONNTRBT,SEO,FireFox,M,23,0
18857,8/13/15 22:48,9/16/15 18:50,36,NRAWJXXBNCJSM,Ads,Chrome,M,41,0
147574,1/30/15 18:49,2/10/15 18:58,43,FDZMJVPBSYLYT,SEO,IE,F,52,0
182332,1/20/15 19:23,5/18/15 8:02,57,WDKOBUDMVPNPP,Direct,Chrome,M,42,0
149174,6/21/15 11:41,9/7/15 2:04,80,LMQNZVDEQQDTY,Ads,Chrome,M,25,0
293484,2/16/15 11:10,2/24/15 17:37,69,VBENGAWFNPVLS,Ads,Chrome,F,35,0
348260,1/10/15 17:13,1/10/15 17:13,18,VOQAAYLLJLUII,SEO,Safari,M,27,1
105602,4/19/15 17:29,6/6/15 1:05,51,ZQNABKGFCDXUE,SEO,Chrome,F,33,0
53346,3/19/15 2:18,7/7/15 7:22,15,ZIEMBHNEYFDSC,Ads,Safari,M,35,0
286443,5/21/15 17:58,9/7/15 14:40,37,PMLDEIEWZAPZR,Ads,Chrome,M,49,0
106020,7/7/15 4:37,7/24/15 11:42,23,DIWHQQAABXWVD,Ads,FireFox,M,33,0
343122,1/8/15 5:42,3/23/15 14:18,11,SKGZHINSGJEIQ,Ads,Chrome,F,28,0
332080,3/1/15 12:29,4/18/15 14:06,54,OOFPSQQVXJTHW,Ads,IE,M,20,0
137674,7/21/15 12:58,11/11/15 18:14,36,FFOFINQGXJUQC,Ads,Chrome,F,18,0
351114,2/22/15 22:59,5/7/15 12:48,18,ECSIFULCBDSEO,Ads,IE,M,28,0
221294,3/23/15 22:59,7/16/15 8:53,39,TVMVJDIPEOOSN,Ads,IE,F,33,0
313728,7/1/15 11:06,10/20/15 12:32,60,KWGENEVWLCSGT,Ads,Chrome,M,33,0
208001,7/18/15 16:09,11/10/15 2:17,22,LRTXEJHTOMNKV,Direct,IE,M,45,0
2474,1/20/15 9:09,5/19/15 7:55,44,WDEDQTTKXJJGK,Ads,IE,F,23,0
172444,3/23/15 3:00,6/11/15 9:26,19,SVNISELPBFSTK,SEO,Chrome,M,23,0
192314,6/11/15 19:31,6/16/15 16:38,50,BUPMVQEOWRXFS,Ads,Chrome,F,18,0
68111,4/9/15 16:16,7/9/15 13:56,22,ZNJBXXOLHQEPV,Ads,IE,F,36,0
20668,8/6/15 4:20,11/10/15 20:39,62,NMISUIDPWOSEU,Direct,Chrome,M,33,0
272165,8/5/15 23:38,12/1/15 22:00,20,YAYLYLSKUKZDT,SEO,FireFox,F,36,0
90043,4/7/15 7:36,7/23/15 22:03,18,XQIDCQSDBOHAI,Ads,Safari,M,25,0
121703,1/6/15 8:56,1/6/15 8:56,28,XAVNTONBKCVJS,Direct,Safari,M,34,1
75983,8/17/15 3:30,11/10/15 20:10,21,XIWSYEYEKNIMC,Ads,IE,F,34,0
142279,6/10/15 4:22,6/14/15 0:02,46,LLJGYWZXYIXJR,Ads,Safari,M,29,1
62613,5/12/15 21:55,6/13/15 23:49,15,ZOEHTLBIHIQGQ,Ads,Chrome,M,23,0
364836,7/28/15 21:06,9/9/15 23:43,21,EPCWXGOSXKSIE,Ads,Chrome,F,31,0
231249,5/16/15 12:43,7/16/15 0:10,18,QBFVTBDWQOJWE,SEO,Chrome,F,19,0
154866,7/21/15 20:25,9/26/15 13:10,59,VGJSMQLLKWHBN,SEO,Chrome,F,44,0
100998,4/2/15 11:41,6/17/15 16:13,35,FVATIULWVWOFY,Direct,Safari,M,40,0
112494,5/31/15 18:33,9/12/15 22:18,45,FAQTWGTUWDFCM,Direct,Safari,M,20,0
127860,8/4/15 16:59,8/8/15 17:51,44,MHRRDYZAKZPML,SEO,Chrome,M,30,0
49310,5/15/15 5:45,8/10/15 20:30,66,JZPEWPOYBBQJD,Ads,Opera,M,39,0
128195,1/26/15 18:45,4/4/15 5:46,12,OLUIFLAFBUYGZ,SEO,FireFox,F,33,0
261531,3/5/15 5:59,3/23/15 2:10,27,MNRKWCHYYXMGQ,Direct,Chrome,F,18,0
205274,5/15/15 11:23,7/8/15 12:30,13,BKZYJPNZATTCB,Direct,IE,F,34,0
118300,5/27/15 6:12,7/18/15 9:56,9,EJFAFWBBEHPZT,SEO,Chrome,F,40,0
292922,1/7/15 11:51,1/7/15 11:51,11,LCIDSXJYNIOGD,SEO,IE,M,30,1
373370,1/31/15 12:35,4/11/15 2:35,10,FPHXWOSKBTEEC,Direct,FireFox,F,50,0
194474,2/16/15 0:47,5/3/15 9:48,37,FDSDXYTTKUGMO,Ads,IE,M,25,0
126026,4/25/15 1:26,8/6/15 11:04,21,AJFXRCJCZYAAU,SEO,Chrome,M,36,0
94737,5/19/15 1:33,5/29/15 13:28,39,XXRKCABWPFFTX,Ads,FireFox,M,41,0
211132,7/25/15 21:44,8/23/15 14:32,40,KMRAEQPKPTMAL,Ads,Safari,M,40,0
64023,6/14/15 4:04,7/6/15 1:08,11,JXUGZJLXGXSHV,Ads,Safari,F,25,0
33582,5/25/15 13:36,6/18/15 6:38,16,EZOTDYDCUDEES,Direct,IE,F,32,0
246329,8/11/15 6:38,12/4/15 12:26,32,WSXHAYTSCEGNN,Ads,Safari,F,44,0
309021,3/10/15 20:12,4/25/15 16:34,52,WUGNGIWRQMHME,SEO,Safari,M,29,0
295851,4/24/15 18:24,7/27/15 17:59,33,YCBZTKJIDEPCN,Ads,IE,M,33,0
377368,6/17/15 14:27,6/23/15 15:57,33,MCNTXJEGNDWMP,Ads,Chrome,M,22,0
291038,5/27/15 6:08,8/11/15 1:00,36,XYKOTLOBNUXTV,Direct,Chrome,M,28,0
332085,6/20/15 6:20,7/18/15 3:16,69,TISJANSSLEFBC,Direct,Chrome,M,33,0
152764,1/16/15 15:22,4/29/15 23:22,68,IBHPMZGGGULNG,Ads,Safari,F,32,0
170138,1/8/15 9:32,1/8/15 9:33,14,GTIYVLCMAYBFA,Ads,FireFox,M,39,1
296780,6/5/15 22:59,6/13/15 2:22,10,NHUAVGOQDJGTW,Ads,Chrome,M,29,0
127838,1/2/15 22:58,1/9/15 22:12,39,WDWYODPLXWCIY,Direct,IE,F,29,0
33840,1/7/15 14:00,1/7/15 14:00,32,NPZFSQBLEKLTN,SEO,Chrome,F,28,1
311686,3/8/15 16:45,4/30/15 15:30,61,HEFTBSLDJPCMQ,Ads,IE,M,52,0
81701,3/6/15 15:37,4/7/15 4:17,36,SSOULXAXAABZW,SEO,Chrome,F,56,0
203522,7/15/15 0:21,7/24/15 20:27,63,TFTYFMIYNDLXL,SEO,Chrome,M,36,0
259506,8/12/15 1:09,10/3/15 6:15,34,RFKZYBTERUFEY,Ads,Safari,F,47,0
358591,4/22/15 1:23,6/16/15 6:46,40,YEBTAPLBHTZRO,SEO,IE,M,30,0
197517,1/24/15 3:12,5/4/15 15:47,41,JYTNZDCFLBJAB,SEO,IE,F,26,0
309239,5/29/15 9:54,8/9/15 8:03,22,CXPAACGCMEJFT,Direct,IE,F,22,0
329118,2/15/15 0:34,5/21/15 15:41,9,HWAQLARVTAGQM,SEO,IE,F,49,0
183585,5/14/15 14:36,6/14/15 20:49,26,VDDMXGMPUOYCZ,SEO,Chrome,M,25,0
392375,7/13/15 2:13,10/2/15 14:04,31,KSYUUDHAXNLAN,SEO,FireFox,M,25,0
345676,2/20/15 21:02,2/27/15 22:27,24,EJLYNZPKLEAEQ,Ads,Chrome,M,26,0
317707,2/14/15 23:24,4/15/15 17:47,61,FDEVRLCEYTHET,SEO,Safari,M,21,1
369704,3/8/15 15:11,6/27/15 14:16,50,POPVWRAIELNGZ,SEO,IE,F,32,1
157991,1/4/15 4:20,1/4/15 4:20,42,JCCODECESMOVF,SEO,Chrome,M,38,1
321709,7/3/15 15:06,8/1/15 7:44,23,ZONKKODRHXGZV,Ads,Chrome,F,26,0
224016,6/30/15 23:28,8/4/15 8:39,27,MMHJPWMMTHCOM,Direct,IE,M,36,0
310732,2/14/15 5:26,3/21/15 6:39,52,HVMTXMQKBLFIF,Ads,Safari,M,41,0
320308,3/18/15 9:06,4/16/15 11:39,25,MLVTJVTQZFFTI,SEO,IE,F,33,0
135744,2/10/15 8:24,5/10/15 12:51,37,DPVHYBJWYIJPN,Ads,Chrome,F,27,0
396544,5/22/15 14:34,6/17/15 10:20,34,LDJPQGZKVPFND,SEO,Chrome,F,30,1
64538,3/15/15 18:52,7/12/15 19:21,30,BPRDZKIMLOGHZ,Direct,IE,F,20,0
154936,3/8/15 20:46,6/9/15 14:30,37,VGYWSTMVOEUNP,SEO,IE,M,31,0
175750,2/22/15 14:45,4/23/15 12:42,57,UFFFYUQWHPZSV,Ads,Safari,F,37,0
339416,5/8/15 4:35,6/28/15 17:06,52,MGBIYERODGMBS,Ads,FireFox,F,45,0
78323,4/29/15 4:11,5/21/15 22:43,49,ZXJXFGILEUBRN,SEO,FireFox,F,36,0
334731,1/8/15 23:28,1/8/15 23:28,17,AYUBPYPDVZUPK,Ads,IE,M,29,1
217559,4/3/15 4:20,7/21/15 23:12,39,LVNWFTOGNIPYY,Ads,FireFox,F,36,0
279448,3/8/15 9:11,4/27/15 2:42,23,OVOLFEOWCPYNX,SEO,Safari,F,38,0
74293,1/11/15 5:15,1/11/15 5:15,44,AJBIJPIXVZKJE,Direct,Chrome,M,27,1
348305,5/26/15 18:02,6/7/15 8:31,11,ZJHLYARRPYHTA,Direct,Chrome,M,35,0
255997,1/1/15 8:01,1/20/15 21:57,29,STFMPOFTBTOKU,Ads,IE,F,28,0
53320,2/26/15 23:51,5/29/15 17:05,29,DUWBOKQPPDQUK,SEO,Chrome,F,48,0
255357,2/18/15 23:18,4/9/15 1:35,51,AYFVPCVGDLGHO,SEO,FireFox,F,43,0
84226,7/24/15 5:21,8/31/15 16:16,47,PMGVDQVKUHWND,SEO,IE,F,22,0
27026,7/27/15 21:03,9/7/15 7:29,51,KNAUTEGDBDLIA,Direct,FireFox,M,33,0
52983,6/4/15 5:52,7/25/15 18:19,38,BSULZQGZDKIRX,Ads,IE,F,26,0
4628,5/1/15 9:55,8/7/15 12:02,30,FZXDCZKDUGDJU,Ads,FireFox,M,32,0
8839,7/4/15 8:08,9/14/15 23:56,65,GLTPXAOSTSXHY,SEO,FireFox,F,36,0
361922,3/6/15 20:55,5/19/15 7:20,50,ITWCQUDUAMKAH,SEO,Chrome,F,32,0
333052,3/24/15 19:50,5/15/15 8:50,33,BUQSUUGASTYDL,Ads,IE,F,26,0
164669,6/25/15 5:44,7/15/15 20:51,34,MOSKYLLSQXPOZ,SEO,Chrome,F,37,0
52448,1/4/15 2:15,1/4/15 2:15,17,KIOAANGVZEFLA,Ads,Chrome,F,26,1
121437,1/19/15 15:26,4/25/15 20:37,29,VYVFSRBRIBYFH,Ads,Chrome,F,25,0
3841,1/25/15 9:30,3/15/15 21:04,25,PVHXRVFMQCAFJ,Ads,Chrome,F,35,0
295972,3/15/15 11:37,3/18/15 16:11,28,CJDKUNSPDLHTZ,Ads,Safari,F,23,0
323473,7/23/15 20:17,10/31/15 4:57,47,YYEECTOMJOPII,SEO,IE,M,38,0
355597,4/26/15 0:27,6/15/15 7:36,25,OESOBNMTQHHJV,Ads,Safari,F,41,0
179481,3/3/15 16:39,5/4/15 9:00,16,XLXAVZSPQYIDG,SEO,Chrome,M,58,0
26869,2/2/15 1:26,5/9/15 22:00,10,HNYBZUJUPYPMB,SEO,IE,M,44,0
65973,7/27/15 16:14,10/24/15 7:16,17,LTGSHSEURRNOW,Direct,Chrome,M,29,0
292451,1/21/15 4:25,2/9/15 6:19,31,NJUJEIWVKMEPI,Ads,Chrome,M,31,0
330640,1/3/15 23:34,1/3/15 23:34,57,RDVZZSOSJZNRU,Direct,FireFox,M,18,1
162982,4/2/15 0:16,7/28/15 17:52,22,MKVCSQBOKLEQG,SEO,Safari,F,30,0
185039,4/11/15 17:24,4/24/15 23:42,49,RBYYZVBZOAPBH,SEO,Chrome,M,35,0
113209,4/24/15 17:40,8/17/15 9:23,65,LAEVEJVNNADEG,Direct,Chrome,M,41,0
80416,6/1/15 12:36,9/21/15 6:30,34,SUAMDMAVLHAZH,Direct,IE,M,18,1
260250,2/26/15 21:27,6/11/15 23:14,19,ETELLWKXIIMXS,SEO,Chrome,F,24,0
368239,3/16/15 17:17,6/19/15 9:51,25,HEDTPGJGYLPPM,SEO,Chrome,M,37,0
388221,7/3/15 11:49,9/18/15 3:12,23,JABJGROOTKJQZ,SEO,Chrome,F,36,0
226210,6/14/15 17:04,9/14/15 2:46,24,KQLMRANBTSHSS,Direct,Chrome,M,36,0
263898,7/21/15 21:01,9/13/15 9:51,52,ICOGGQWEKWTJT,SEO,Chrome,F,30,0
109823,5/22/15 10:13,5/28/15 14:33,37,KQBNZYSPTPMRO,Ads,Chrome,M,41,0
304277,5/7/15 12:29,7/26/15 14:04,63,GBWPJQXYDQDXI,Ads,Safari,M,38,0
349560,6/23/15 19:28,8/13/15 4:00,27,HKJKHUWIJGCOE,Ads,Safari,F,30,0
243023,7/19/15 9:27,11/8/15 20:33,41,AXBQLJGFAMEFX,SEO,FireFox,M,19,0
26731,5/2/15 13:44,5/18/15 2:31,29,OOJPWVJMQRSPG,SEO,FireFox,M,24,0
10924,6/11/15 15:37,8/26/15 6:34,34,IWVZYCYKWVSKD,Ads,IE,F,34,0
329011,3/14/15 9:51,5/20/15 1:31,45,QHQBZQDLVVDKI,SEO,Safari,F,31,0
